1620721969.00629592, 31.790237, 35.218968, nan
1620721969.11598253, 31.790237, 35.218969, nan
1620721969.20775509, 31.790237, 35.218969, nan
1620721969.41016793, 31.790237, 35.218970, nan
1620721969.50398469, 31.790237, 35.218970, nan
1620721969.61668992, 31.790237, 35.218970, nan
1620721969.70644331, 31.790237, 35.218970, nan
1620721969.81809759, 31.790237, 35.218971, nan
1620721969.92481709, 31.790237, 35.218971, nan
1620721970.04151154, 31.790237, 35.218972, nan
1620721970.14820957, 31.790237, 35.218972, nan
1620721970.30480003, 31.790238, 35.218973, nan
1620721970.41150522, 31.790238, 35.218973, nan
1620721970.61398888, 31.790238, 35.218974, nan
1620721970.70973611, 31.790238, 35.218975, nan
1620721970.81647205, 31.790237, 35.218975, nan
1620721970.91119003, 31.790237, 35.218976, nan
1620721971.01887798, 31.790237, 35.218976, nan
1620721971.12860274, 31.790237, 35.218977, nan
1620721971.24129987, 31.790237, 35.218978, nan
1620721971.34801602, 31.790237, 35.218979, nan
1620721971.46274900, 31.790237, 35.218979, nan
1620721971.57142496, 31.790238, 35.218980, nan
1620721971.67513442, 31.790238, 35.218980, nan
1620721971.78583288, 31.790238, 35.218980, nan
1620721971.91053391, 31.790239, 35.218981, nan
1620721972.00624800, 31.790239, 35.218981, nan
1620721972.11495519, 31.790239, 35.218981, nan
1620721972.30447364, 31.790240, 35.218982, nan
1620721972.40922809, 31.790240, 35.218982, nan
1620721972.50494480, 31.790241, 35.218983, nan
1620721972.61463404, 31.790242, 35.218983, nan
1620721972.81610155, 31.790242, 35.218983, nan
1620721972.91382194, 31.790243, 35.218983, nan
1620721973.00658989, 31.790243, 35.218983, nan
1620721973.11346006, 31.790243, 35.218983, nan
1620721973.21102738, 31.790244, 35.218983, nan
1620721973.31674886, 31.790245, 35.218983, nan
1620721973.43048167, 31.790245, 35.218983, nan
1620721973.61495709, 31.790245, 35.218983, nan
1620721973.71169329, 31.790246, 35.218983, nan
1620721973.80443072, 31.790246, 35.218983, nan
1620721973.91215730, 31.790246, 35.218984, nan
1620721974.00391793, 31.790246, 35.218984, nan
1620721974.11361384, 31.790246, 35.218984, nan
1620721974.20740914, 31.790246, 35.218985, nan
1620721974.31908798, 31.790247, 35.218985, nan
1620721974.41483593, 31.790247, 35.218985, nan
1620721974.51851273, 31.790247, 35.218985, nan
1620721974.62820482, 31.790247, 35.218986, nan
1620721974.73894811, 31.790248, 35.218986, nan
1620721974.85163856, 31.790248, 35.218986, nan
1620721974.95795298, 31.790248, 35.218986, nan
1620721975.07101750, 31.790248, 35.218987, nan
1620721975.18075156, 31.790248, 35.218987, nan
1620721975.28549314, 31.790249, 35.218987, nan
1620721975.39816070, 31.790249, 35.218988, nan
1620721975.50800753, 31.790249, 35.218988, nan
1620721975.61361647, 31.790250, 35.218989, nan
1620721975.72328997, 31.790250, 35.218989, nan
1620721975.83201289, 31.790251, 35.218989, nan
1620721975.94570398, 31.790251, 35.218990, nan
